64.735,-62.256,7.6079,13.018,-1.2812,0.19298,1,40.255,66.406,6.7302,-121.38,-26.255,0.43299,1,215.52,-12.534,-24.003,14.816,-65.667,26.614,1,163.1,33.629,-19.184,112.38,24.39,0.53259,1,159.08,28.226,-29.045,102.69,14.167,0.66821,1,168.84,28.654,-43.439,156.71,-6.3092,1.8763,1,175.71,24.431,-9.4231,92.287,-77.113,0.56323,1,2820.3,-307.19,219.57,64.96,-33.773,1.1217,1,3137.6,-746.85,-1784.7,-56.227,24.743,0.72389,1,-1136.4,-1269.5,-3020.3,-112.36,29.09,0.73333,1,3186.5,488.34,-493.01,-67.293,62.249,0.86638,1,3025.7,570.61,-659.78,-59.238,41.382,0.124,1
64.552,-62.292,7.5928,13.033,-1.252,0.33717,1,39.98,66.383,6.7433,-121.37,-26.246,0.55391,1,216.51,-12.749,-24.076,14.048,-65.554,27.652,3,162.9,33.571,-19.363,112.4,24.346,0.064964,1,158.62,28.27,-28.817,102.72,14.083,0.14521,1,168.44,28.667,-43.675,156.73,-6.3481,2.3795,1,175.55,24.359,-9.3939,91.798,-77.152,1.1709,1,2819.7,-310.24,225.9,61.471,-27.604,0.89591,1,3137.8,-746.45,-1785.4,-73.688,44.963,0.25646,1,-1136.4,-1269.5,-3020.3,-112.36,29.09,0.25755,1,3178.2,514.78,-510.23,-74.217,9.8429,0.25397,1,3025.7,570.34,-659.5,-50.352,34.48,0.3687,1
64.356,-62.324,7.8733,13.114,-1.3746,0.5133,1,39.622,66.281,6.7987,-121.35,-26.116,0.40936,1,215.63,-12.763,-24.147,14.347,-65.923,28.021,1,162.39,33.578,-19.358,112.4,24.365,0.22974,1,158.06,28.148,-28.978,102.75,14.084,0.36672,1,168.11,28.601,-43.803,156.8,-6.3415,2.3767,1,175.12,24.414,-9.6712,91.905,-77.234,1.0008,1,2819.6,-308.8,232.2,68.916,-29.287,0.56289,1,3137.8,-746.45,-1785.4,-73.688,44.963,0.30588,1,-1136.4,-1269.5,-3020.3,-112.36,29.09,0.19153,1,3178.2,514.78,-510.23,-74.217,9.8429,0.45902,1,3025.7,570.34,-659.5,-50.352,34.48,0.24096,1
64.376,-62.395,7.8933,13.122,-1.4539,0.67562,1,39.556,66.252,6.8172,-121.31,-26.033,0.68278,1,215.97,-12.695,-24.17,14.218,-65.941,28.393,3,162.34,33.577,-19.483,112.39,24.328,0.34278,1,157.94,28.159,-29.109,102.74,14.065,0.38502,1,168.04,28.561,-43.926,156.84,-6.2774,2.0472,1,175.08,24.401,-9.7493,92.195,-77.243,0.95721,1,2819.4,-308.54,231.96,61.822,-22.888,0.38142,1,3137.8,-746.45,-1785.4,-73.688,44.963,0.29157,1,-1136.7,-1261,-3024.3,-111.43,32.108,0.41361,1,3177.1,523.28,-511.05,-79.2,10.83,0.40291,1,3025.6,570.55,-659.71,-57.706,39.133,0.20377,1
64.412,-62.37,7.8127,13.035,-1.4728,0.27951,1,39.732,66.244,6.7898,-121.3,-26.005,0.28464,1,215.96,-12.68,-24.136,14.319,-65.86,28.206,3,162.53,33.531,-19.491,112.37,24.279,0.36302,1,157.94,28.022,-29.02,102.73,14.04,0.40425,1,168.06,28.444,-43.951,156.83,-6.2034,2.0733,1,175.33,24.232,-9.7396,92.419,-77.312,1.1624,1,2819.4,-308.82,232.2,69.686,-29.316,0.26872,1,3137.8,-746.45,-1785.4,-73.688,44.963,0.25777,1,-1136.7,-1261,-3024.3,-111.43,32.108,0.28279,1,3177.1,523.28,-511.05,-79.2,10.83,0.29733,1,3025.6,570.55,-659.71,-57.706,39.133,0.45118,1
64.502,-62.465,7.8299,13.047,-1.4117,0.10061,1,39.777,66.143,6.7584,-121.29,-26.079,0.49398,1,215.77,-12.821,-24.21,14.296,-65.835,27.755,3,162.51,33.399,-19.337,112.37,24.315,0.21836,1,158.21,27.962,-28.971,102.72,14.013,0.016933,1,168.2,28.332,-43.778,156.82,-6.1584,2.2023,1,175.39,24.162,-9.597,92.415,-77.269,0.42789,1,2817.4,-324.64,220.67,57.533,-25.95,0.38055,1,3137.8,-746.45,-1785.4,-73.688,44.963,0.23837,1,-1136.2,-1253.9,-3028.9,-112.4,26.754,0.48831,1,3177.1,523.28,-511.05,-79.2,10.83,0.34028,1,3025.6,570.55,-659.71,-57.706,39.133,0.39457,1
64.529,-62.523,7.798,13.019,-1.3515,0.32471,1,39.766,66.054,6.8317,-121.3,-26.145,0.16239,1,215.81,-12.801,-24.087,14.419,-65.762,27.43,3,162.6,33.335,-19.279,112.41,24.34,0.058048,1,158.27,27.934,-28.912,102.74,14.06,0.62091,1,168.26,28.323,-43.735,156.81,-6.1309,2.1104,1,175.47,24.117,-9.4634,92.357,-77.221,0.89779,1,2816.2,-328.27,201.4,70.747,-25.905,0.29151,1,3137.8,-746.45,-1785.4,-73.688,44.963,0.4457,1,-1136.2,-1253.9,-3028.9,-112.4,26.754,0.14156,1,3177.1,523,-511,-69.46,10.065,0.15367,1,3025.6,570.55,-659.71,-57.706,39.133,0.19819,1
64.583,-62.57,7.8166,13.073,-1.3674,0.012921,1,39.775,65.997,6.8916,-121.27,-26.155,0.045064,1,215.99,-12.83,-24.077,14.344,-65.749,27.854,1,162.83,33.367,-19.363,112.42,24.322,0.20711,1,158.32,28.002,-28.673,102.77,14.04,0.42899,1,168.29,28.363,-43.717,156.83,-6.1699,2.3615,1,175.67,23.999,-9.4062,91.96,-77.25,1.5692,1,2816,-329.72,194.46,63.697,-25.561,0.67651,1,3137.8,-746.45,-1785.4,-73.688,44.963,0.22828,1,-1136.2,-1253.9,-3028.9,-112.4,26.754,0.38085,1,3177.1,523,-511,-69.46,10.065,0.27685,1,3024.4,567.82,-666.21,-56.044,32.341,0.36699,1
64.638,-62.582,7.7876,13.076,-1.3609,0.27416,1,39.799,66.034,6.9235,-121.26,-26.157,0.5042,1,215.97,-12.85,-24.091,14.379,-65.76,27.479,3,162.8,33.401,-19.276,112.42,24.332,0.17145,1,158.42,27.953,-29.039,102.77,14.108,0.19543,1,168.37,28.373,-43.639,156.84,-6.2677,2.2635,1,175.53,24.107,-9.4859,91.676,-77.222,0.76313,1,2815.3,-329.32,185.13,60.358,-26.62,0.57935,1,3137.8,-746.45,-1785.4,-73.688,44.963,0.27075,1,-1136.2,-1253.9,-3028.9,-112.4,26.754,0.25574,1,3177.1,523,-511,-69.46,10.065,0.087018,1,3024.4,567.82,-666.21,-56.044,32.341,0.2061,1
64.653,-62.515,7.8677,13.044,-1.332,0.57308,1,39.907,66.103,6.7748,-121.28,-26.128,0.49734,1,216.01,-12.658,-23.918,14.576,-65.661,27.717,1,162.78,33.374,-19.344,112.4,24.315,0.11419,1,158.58,28.021,-29.021,102.73,14.033,0.07437,1,168.37,28.4,-43.717,156.78,-6.3093,2.2049,1,175.71,24.043,-9.439,91.715,-77.26,1.4722,1,2815.2,-328.52,178.64,65.219,-32.419,0.47633,1,3137.8,-746.45,-1785.4,-73.688,44.963,0.39929,1,-1136.2,-1253.9,-3028.9,-112.4,26.754,0.50032,1,3175.9,519.12,-517.89,-63.478,9.7931,0.43897,1,3024.3,567.98,-666.4,-61.648,39.323,0.27373,1
